Id,Condition 1,Condition 2,Overall Qual,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Functional,Garage Finish,Garage Cars,Garage Area,SalePrice
2787,Norm,Norm,5,TA,TA,PConc,TA,TA,894.0,894,894,TA,Typ,Unf,2.0,552.0,149900
1037,Norm,Norm,5,TA,TA,CBlock,Gd,TA,864.0,864,864,TA,Typ,Unf,2.0,576.0,123000
2659,Norm,Norm,4,TA,TA,BrkTil,TA,Fa,1095.0,1095,1774,TA,Min2,Unf,3.0,779.0,87000
1567,Norm,Norm,6,TA,TA,CBlock,TA,TA,1096.0,1118,1118,TA,Typ,Fin,1.0,358.0,171000
1225,Norm,Norm,6,TA,TA,CBlock,TA,TA,1032.0,1032,1252,TA,Typ,Unf,1.0,288.0,119000
685,Norm,Norm,5,TA,TA,CBlock,TA,TA,1148.0,1148,1148,TA,Typ,Unf,1.0,672.0,132500
1358,Norm,Norm,8,TA,Gd,PConc,TA,TA,588.0,833,1666,Gd,Typ,Unf,1.0,228.0,161000
1461,Norm,Norm,9,Gd,TA,PConc,Gd,TA,1357.0,1366,1947,Gd,Typ,Fin,3.0,725.0,274000
221,Feedr,Norm,5,TA,TA,CBlock,TA,TA,912.0,912,912,TA,Typ,Unf,1.0,336.0,125000
2187,Norm,Norm,5,TA,TA,CBlock,TA,TA,1195.0,1195,1195,TA,Typ,Not Applicable,0.0,0.0,98500
2504,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1624.0,1624,1624,Gd,Typ,RFn,3.0,757.0,262000
855,Norm,Norm,5,TA,TA,CBlock,TA,TA,914.0,914,914,TA,Typ,Unf,2.0,444.0,134900
2258,Norm,Norm,5,TA,Gd,CBlock,TA,TA,1350.0,1328,1328,TA,Typ,RFn,1.0,308.0,170000
2205,Norm,Norm,6,TA,TA,BrkTil,TA,TA,686.0,686,1461,TA,Typ,Unf,1.0,225.0,135000
1158,Norm,Norm,6,Gd,TA,PConc,Gd,TA,930.0,1364,2683,Gd,Typ,RFn,2.0,473.0,290000
1741,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1246.0,1258,1258,Gd,Typ,RFn,2.0,462.0,173500
2735,Norm,Norm,5,TA,Gd,CBlock,TA,Gd,896.0,1112,2008,Ex,Typ,Unf,1.0,230.0,225000
1888,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,1187,1187,TA,Typ,RFn,2.0,440.0,140500
2121,Norm,Norm,5,TA,TA,PConc,Gd,TA,990.0,990,990,TA,Typ,Unf,1.0,299.0,126000
1176,Norm,Norm,8,Gd,TA,PConc,Gd,TA,960.0,962,1586,Gd,Typ,Unf,2.0,480.0,170000
2773,Norm,Norm,5,TA,TA,PConc,Gd,TA,990.0,990,990,TA,Typ,Unf,2.0,576.0,156000
2619,Norm,Norm,5,TA,TA,CBlock,TA,TA,1484.0,1600,1600,TA,Typ,RFn,1.0,319.0,207500
1796,Norm,Norm,8,Gd,TA,PConc,Gd,TA,896.0,896,1792,Gd,Typ,Fin,2.0,590.0,255000
1598,Norm,Norm,4,TA,TA,CBlock,Gd,TA,462.0,526,988,TA,Typ,RFn,1.0,297.0,94900
1965,Norm,Norm,5,TA,TA,CBlock,TA,TA,1170.0,1170,1170,TA,Typ,RFn,1.0,338.0,140000
2651,Norm,Norm,3,TA,TA,BrkTil,TA,Fa,738.0,714,1376,TA,Typ,Unf,1.0,216.0,96900
609,Norm,Norm,5,TA,TA,CBlock,TA,TA,1154.0,1154,1154,TA,Typ,RFn,2.0,480.0,154000
1990,Norm,Norm,8,Gd,Gd,BrkTil,TA,TA,725.0,909,1772,Gd,Typ,Unf,2.0,816.0,184900
1053,PosN,PosN,10,Ex,TA,PConc,Ex,TA,2078.0,2084,2084,Ex,Typ,Fin,3.0,1220.0,385000
2877,Norm,Norm,4,TA,TA,BrkTil,TA,TA,951.0,951,951,TA,Typ,Unf,1.0,327.0,106500
497,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1455.0,1466,2687,Gd,Typ,RFn,3.0,810.0,327000
514,PosN,PosN,9,Ex,TA,PConc,Ex,TA,2458.0,2490,2490,Ex,Typ,Fin,3.0,795.0,468000
759,Norm,Norm,6,TA,Fa,BrkTil,TA,TA,1204.0,1204,1666,TA,Typ,Unf,1.0,384.0,135000
2474,RRAe,Norm,6,Gd,TA,PConc,Gd,TA,1141.0,1141,1141,TA,Typ,Unf,2.0,484.0,142500
1193,Feedr,Norm,5,TA,TA,CBlock,TA,TA,732.0,732,1464,TA,Typ,Unf,2.0,470.0,141000
1415,Norm,Norm,5,TA,TA,CBlock,Gd,TA,1117.0,820,1347,TA,Typ,Not Applicable,0.0,0.0,107500
2048,Norm,Norm,5,TA,TA,CBlock,TA,TA,672.0,778,1282,TA,Typ,Unf,1.0,240.0,108500
2483,RRAe,Norm,6,TA,TA,PConc,Gd,TA,636.0,636,1320,Gd,Typ,Fin,2.0,472.0,150000
2883,Norm,Norm,3,TA,TA,PConc,Fa,Fa,216.0,576,936,TA,Typ,Not Applicable,0.0,0.0,78000
1111,Feedr,Norm,8,Gd,TA,PConc,Gd,TA,1580.0,1580,1580,Gd,Typ,RFn,3.0,830.0,235128
2072,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1643.0,1824,1824,Gd,Typ,Unf,2.0,739.0,302000
1450,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,1558,1558,TA,Min2,Fin,2.0,440.0,163000
274,Feedr,Norm,3,TA,Gd,CBlock,Not Applicable,Not Applicable,0.0,640,640,TA,Min1,Unf,1.0,240.0,84900
413,Norm,Norm,6,TA,TA,CBlock,TA,TA,855.0,855,1322,TA,Typ,Unf,2.0,440.0,147000
751,Norm,Norm,7,Gd,TA,PConc,TA,TA,910.0,916,1826,Ex,Min2,Unf,1.0,164.0,155000
2897,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1309.0,1339,1339,TA,Typ,Fin,2.0,484.0,180000
207,Norm,Norm,4,Fa,Fa,Slab,Not Applicable,Not Applicable,0.0,372,1092,Fa,Mod,Not Applicable,0.0,0.0,55000
2269,Norm,Norm,7,Gd,TA,PConc,Ex,TA,868.0,1146,1146,Gd,Typ,Fin,2.0,438.0,187500
891,Norm,Norm,6,TA,TA,CBlock,TA,TA,1041.0,1125,1125,TA,Typ,Unf,1.0,352.0,125000
2863,Norm,Norm,7,Gd,TA,CBlock,Gd,TA,1017.0,1020,2057,Gd,Typ,Fin,1.0,180.0,250000
1298,Norm,Norm,5,TA,TA,BrkTil,TA,Gd,481.0,899,899,TA,Typ,Unf,1.0,200.0,78000
1292,Norm,Norm,4,TA,TA,Stone,TA,TA,828.0,828,1594,TA,Typ,Not Applicable,0.0,0.0,118000
1687,Norm,Norm,8,Ex,TA,PConc,Ex,TA,1694.0,1694,1694,Gd,Typ,Fin,3.0,818.0,318000
2749,Norm,Norm,8,Gd,TA,PConc,Gd,TA,777.0,1065,1911,Gd,Typ,RFn,2.0,471.0,215000
2875,Norm,Norm,4,TA,TA,BrkTil,Fa,TA,432.0,672,672,TA,Min1,Not Applicable,0.0,0.0,72000
1029,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1193.0,1523,1523,TA,Typ,Fin,2.0,478.0,180000
1581,Norm,Norm,6,TA,TA,CBlock,Gd,Fa,1606.0,1651,1651,TA,Min2,Fin,2.0,616.0,184000
612,Norm,Norm,5,TA,TA,CBlock,TA,TA,1041.0,1041,1041,TA,Typ,RFn,1.0,270.0,124500
139,Feedr,Norm,5,TA,TA,CBlock,TA,TA,1604.0,1604,1604,TA,Typ,Unf,2.0,576.0,135000
1335,Norm,Norm,6,TA,TA,CBlock,TA,TA,981.0,1014,1672,Gd,Typ,Unf,1.0,240.0,164900
2531,Norm,Norm,7,TA,TA,CBlock,TA,TA,1164.0,1164,1164,TA,Typ,Unf,2.0,528.0,140000
681,Norm,Norm,5,TA,TA,CBlock,TA,TA,1041.0,1041,1041,TA,Typ,RFn,1.0,294.0,128000
1383,Norm,Norm,6,TA,TA,CBlock,Gd,TA,450.0,1034,1034,TA,Typ,Fin,2.0,504.0,153000
1359,Norm,Norm,6,Gd,TA,BrkTil,Gd,Gd,796.0,825,1609,TA,Typ,Unf,1.0,228.0,127500
1226,Norm,Norm,5,TA,Gd,CBlock,TA,TA,572.0,1337,1337,Gd,Typ,RFn,1.0,264.0,141500
63,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1463.0,1500,2622,Gd,Typ,RFn,2.0,712.0,325000
1869,Norm,Norm,7,TA,TA,PConc,Gd,TA,1594.0,1594,1594,Gd,Typ,RFn,2.0,472.0,188500
2468,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1262.0,1262,1262,Gd,Typ,Fin,2.0,572.0,185000
1135,RRAe,Norm,6,TA,TA,PConc,Gd,Gd,1175.0,1175,1175,Gd,Typ,Not Applicable,0.0,0.0,146000
719,Norm,Norm,6,TA,TA,BrkTil,TA,TA,624.0,664,1288,Ex,Typ,Unf,1.0,280.0,119000
405,Norm,Norm,5,TA,TA,CBlock,TA,TA,630.0,630,1302,TA,Typ,Unf,1.0,280.0,112000
2506,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1247.0,1247,1247,Gd,Typ,Fin,2.0,550.0,197000
2380,Norm,Norm,9,Gd,TA,PConc,Ex,Gd,1738.0,1738,2589,Ex,Typ,RFn,3.0,831.0,412083
1565,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1568.0,1689,1689,Gd,Typ,RFn,3.0,857.0,271000
1727,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1405.0,1405,1405,Gd,Typ,RFn,2.0,478.0,200000
1661,PosN,Norm,7,TA,TA,CBlock,Gd,TA,1228.0,1324,1324,Gd,Typ,Fin,2.0,585.0,174000
1967,Norm,Norm,5,TA,TA,CBlock,TA,TA,1377.0,1377,1377,TA,Typ,Unf,1.0,351.0,156500
2267,Norm,Norm,6,Gd,TA,PConc,Ex,TA,872.0,888,1756,TA,Typ,Fin,2.0,422.0,204000
1389,Norm,Norm,5,TA,TA,CBlock,TA,TA,1228.0,1228,1228,Gd,Typ,Unf,1.0,271.0,149350
2553,Norm,Norm,5,TA,TA,CBlock,TA,TA,1008.0,1008,1008,TA,Typ,RFn,1.0,275.0,137000
1459,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1153.0,1153,2031,Gd,Typ,Fin,2.0,541.0,222500
1739,Norm,Norm,6,Gd,TA,PConc,Gd,TA,752.0,752,1504,Gd,Typ,Fin,2.0,440.0,166000
172,Artery,Norm,5,TA,TA,PConc,TA,TA,936.0,936,936,TA,Typ,Not Applicable,0.0,0.0,109500
788,Norm,Norm,4,TA,TA,CBlock,Not Applicable,Not Applicable,0.0,1383,1383,TA,Mod,Unf,2.0,498.0,122000
1979,Norm,Norm,5,TA,TA,BrkTil,TA,TA,967.0,967,967,TA,Typ,Unf,1.0,180.0,99900
1801,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1656.0,1656,1656,Gd,Typ,RFn,3.0,826.0,249700
931,Norm,Norm,6,TA,Gd,CBlock,TA,TA,1092.0,1152,1152,Gd,Typ,Unf,1.0,300.0,158500
2471,Norm,Norm,6,TA,TA,PConc,TA,TA,1142.0,1142,1142,Gd,Typ,Not Applicable,0.0,0.0,139500
2899,Norm,Norm,6,Gd,TA,Wood,Gd,TA,1381.0,1403,1403,Gd,Typ,Unf,2.0,470.0,202000
2544,Norm,Norm,5,TA,TA,CBlock,TA,TA,1626.0,1712,1712,TA,Typ,Fin,2.0,588.0,145000
1386,Feedr,Norm,4,TA,TA,CBlock,Gd,TA,1198.0,1258,1258,TA,Typ,Unf,2.0,400.0,108959
315,Norm,Norm,5,TA,TA,CBlock,TA,TA,747.0,1687,1687,TA,Min1,Unf,2.0,572.0,160000
1932,Norm,Norm,5,TA,TA,CBlock,TA,TA,1560.0,1560,1560,TA,Typ,Unf,2.0,484.0,128600
1660,Norm,Norm,7,TA,TA,CBlock,Gd,TA,793.0,1142,1935,TA,Typ,RFn,2.0,550.0,197900
2353,Norm,Norm,7,Gd,TA,CBlock,Ex,TA,1047.0,1083,1083,TA,Typ,RFn,2.0,596.0,172000
2139,Norm,Norm,5,TA,TA,CBlock,Gd,TA,876.0,907,907,TA,Typ,RFn,1.0,308.0,130000
1585,Norm,Norm,6,Gd,TA,PConc,Ex,TA,1666.0,1675,1675,Gd,Typ,RFn,2.0,435.0,195000
1602,Artery,Norm,5,TA,TA,CBlock,TA,TA,988.0,988,988,TA,Typ,RFn,2.0,520.0,113000
2888,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1491.0,1491,1491,Gd,Typ,RFn,2.0,490.0,209000
965,Norm,Norm,7,TA,TA,PConc,Gd,TA,1645.0,1479,1479,Gd,Min1,Fin,2.0,578.0,213500
645,Norm,Norm,5,TA,TA,CBlock,TA,TA,631.0,1112,1112,TA,Typ,Unf,2.0,480.0,126000
789,Norm,Norm,6,TA,TA,CBlock,TA,TA,1436.0,1689,1689,TA,Typ,Unf,2.0,480.0,127500
1015,PosN,PosN,9,Ex,TA,PConc,Ex,TA,1710.0,1710,1710,Ex,Typ,RFn,2.0,557.0,334000
1264,Norm,Norm,6,TA,TA,CBlock,TA,TA,1253.0,1253,1253,TA,Typ,RFn,1.0,352.0,157000
1972,PosN,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,1.0,294.0,125500
1481,Norm,Norm,7,Gd,TA,PConc,Gd,TA,728.0,728,1456,Gd,Typ,Fin,2.0,410.0,189000
954,Norm,Norm,7,TA,TA,PConc,Gd,TA,1188.0,1217,1217,Gd,Typ,Unf,2.0,497.0,173000
2499,Norm,Norm,7,Gd,Fa,CBlock,Gd,TA,1748.0,2151,2646,Gd,Mod,RFn,2.0,550.0,260000
824,Norm,Norm,8,Gd,TA,PConc,Gd,TA,866.0,866,1768,Gd,Typ,RFn,2.0,578.0,212000
2769,Norm,Norm,5,Gd,TA,PConc,Gd,TA,870.0,914,914,TA,Typ,Unf,2.0,576.0,148000
123,Norm,Norm,6,TA,TA,CBlock,TA,TA,533.0,1131,1775,TA,Typ,Unf,2.0,480.0,136300
1862,Feedr,RRAe,5,TA,TA,CBlock,Gd,TA,1361.0,1361,2620,TA,Typ,RFn,2.0,600.0,190000
1308,Norm,Norm,5,TA,Fa,BrkTil,Fa,TA,797.0,830,1627,TA,Typ,Unf,2.0,420.0,139500
1758,RRAn,Norm,7,Gd,TA,PConc,Gd,TA,660.0,660,1320,Gd,Typ,Fin,2.0,400.0,162000
2236,Norm,Norm,4,TA,TA,PConc,TA,TA,732.0,772,1123,TA,Typ,Unf,1.0,264.0,100000
2912,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,874,874,TA,Typ,RFn,1.0,288.0,126500
2093,Norm,Norm,7,Gd,TA,CBlock,TA,TA,1502.0,1553,2730,Gd,Typ,Fin,2.0,576.0,301000
2128,Norm,Norm,6,TA,Gd,PConc,Gd,TA,824.0,905,1786,Gd,Typ,RFn,2.0,684.0,204750
679,Norm,Norm,4,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1040,1040,TA,Typ,Unf,2.0,420.0,90000
1313,Norm,Norm,5,TA,TA,BrkTil,TA,TA,973.0,1377,2350,TA,Typ,Unf,2.0,393.0,130000
2534,Feedr,Norm,5,TA,TA,CBlock,Gd,Fa,900.0,884,1770,TA,Typ,RFn,2.0,530.0,155000
1273,Norm,Norm,5,TA,TA,CBlock,TA,TA,1269.0,1269,1269,TA,Typ,Unf,1.0,308.0,155000
219,Norm,Norm,5,TA,TA,PConc,TA,TA,1039.0,1039,1039,TA,Typ,Unf,2.0,504.0,131500
133,Norm,Norm,6,TA,TA,CBlock,TA,TA,1156.0,1520,1520,TA,Typ,RFn,1.0,364.0,153000
38,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1704.0,1704,1704,Gd,Typ,RFn,3.0,772.0,306000
2408,Norm,Norm,9,Gd,TA,PConc,Ex,Gd,1686.0,1686,1686,Ex,Typ,Fin,3.0,899.0,332200
1575,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1638.0,1646,1646,Gd,Typ,RFn,3.0,800.0,293077
1671,Norm,Norm,4,TA,Gd,BrkTil,TA,TA,914.0,914,914,TA,Typ,Unf,1.0,270.0,128000
2000,Norm,Norm,6,TA,Gd,BrkTil,TA,TA,1149.0,1149,1616,Gd,Typ,Unf,1.0,216.0,152000
2621,Norm,Norm,4,TA,TA,CBlock,TA,TA,720.0,720,1192,TA,Typ,Not Applicable,0.0,0.0,135000
1996,Norm,Norm,6,TA,TA,BrkTil,TA,TA,1008.0,1178,2210,Fa,Typ,Unf,1.0,205.0,117500
1976,Norm,Norm,6,TA,TA,BrkTil,TA,TA,845.0,866,1296,TA,Typ,Unf,2.0,576.0,127500
1861,Norm,Norm,8,Gd,TA,CBlock,Gd,TA,2461.0,2497,2497,Gd,Typ,RFn,2.0,676.0,373000
1600,Norm,Norm,6,TA,Gd,CBlock,TA,TA,546.0,546,1092,TA,Typ,Not Applicable,0.0,0.0,98000
298,Norm,Norm,7,TA,TA,PConc,Gd,TA,423.0,896,1652,Gd,Typ,RFn,2.0,473.0,203135
875,Norm,Norm,7,Gd,TA,PConc,Gd,TA,880.0,909,1716,Gd,Typ,RFn,2.0,512.0,191000
1205,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1014,1014,TA,Typ,RFn,1.0,267.0,98000
763,Norm,Norm,5,TA,TA,CBlock,Gd,Gd,1200.0,1200,1200,TA,Typ,Not Applicable,0.0,0.0,179000
512,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1422.0,1432,1432,Gd,Typ,Fin,2.0,492.0,245000
592,RRAn,Norm,7,Gd,TA,PConc,Ex,TA,1650.0,1680,1680,Gd,Maj1,Fin,2.0,583.0,213250
1255,Norm,Norm,4,TA,TA,Slab,Not Applicable,Not Applicable,0.0,869,869,TA,Typ,Unf,1.0,390.0,89900
355,Norm,Norm,7,TA,TA,PConc,Gd,TA,832.0,885,1718,TA,Typ,Fin,2.0,427.0,185000
1676,Norm,Norm,6,TA,TA,CBlock,TA,TA,525.0,525,1092,TA,Typ,Unf,1.0,264.0,113500
2599,Artery,Norm,3,TA,Fa,CBlock,TA,TA,715.0,715,715,TA,Typ,Unf,2.0,660.0,68000
312,Norm,Norm,7,Gd,TA,PConc,Ex,TA,1560.0,1560,1560,Gd,Typ,Fin,2.0,573.0,201000
1124,Norm,Norm,7,Gd,TA,PConc,Gd,TA,866.0,866,1768,Gd,Typ,RFn,2.0,603.0,226700
1702,Norm,Norm,10,Ex,TA,PConc,Ex,TA,2320.0,2290,2290,Ex,Typ,Fin,3.0,1174.0,500067
2434,Norm,Norm,7,Gd,TA,PConc,Gd,TA,848.0,848,1598,Gd,Typ,Fin,2.0,433.0,201490
1432,Norm,Norm,5,TA,TA,PConc,Gd,TA,990.0,990,990,TA,Typ,Unf,2.0,528.0,155000
689,Norm,Norm,5,TA,Gd,CBlock,Gd,TA,941.0,941,941,Gd,Typ,Unf,2.0,564.0,145000
1349,RRNn,Feedr,6,TA,TA,BrkTil,Fa,Fa,611.0,751,1362,TA,Typ,Fin,2.0,502.0,128000
1759,Norm,Norm,6,TA,TA,PConc,Gd,TA,915.0,940,1690,TA,Typ,RFn,2.0,442.0,187000
893,Norm,Norm,6,TA,TA,Wood,Gd,TA,547.0,1072,1072,TA,Typ,Fin,2.0,525.0,145500
944,Norm,Norm,4,TA,TA,BrkTil,TA,TA,572.0,572,572,TA,Typ,Unf,1.0,200.0,75000
2109,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1546.0,1546,1546,Gd,Typ,RFn,3.0,796.0,217000
316,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1336.0,1346,1346,Gd,Typ,Fin,3.0,660.0,220000
2529,Norm,Norm,6,TA,TA,CBlock,TA,TA,732.0,1012,1790,TA,Min2,RFn,2.0,484.0,165150
1448,Norm,Norm,6,TA,TA,CBlock,Gd,Gd,940.0,1026,1026,TA,Typ,Unf,2.0,576.0,147000
871,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1504.0,1504,1504,Gd,Typ,Fin,2.0,478.0,203000
142,Norm,Norm,5,TA,TA,CBlock,TA,TA,1398.0,1700,1700,Gd,Typ,RFn,2.0,447.0,165500
1515,Norm,Norm,3,TA,TA,BrkTil,TA,TA,864.0,864,864,TA,Typ,Not Applicable,0.0,0.0,67000
1970,Norm,Norm,6,TA,TA,CBlock,TA,TA,822.0,1020,1851,Gd,Typ,RFn,2.0,440.0,187000
572,Norm,Norm,6,Gd,TA,PConc,Gd,TA,756.0,756,1512,Gd,Typ,Unf,2.0,440.0,180000
2200,Norm,Norm,6,TA,TA,BrkTil,TA,TA,651.0,759,1298,TA,Typ,Unf,1.0,240.0,146500
2147,Norm,Norm,7,Gd,TA,PConc,TA,TA,1673.0,1673,1673,Gd,Typ,RFn,2.0,583.0,270000
249,Norm,Norm,6,TA,TA,PConc,Gd,TA,936.0,996,996,Gd,Typ,Unf,2.0,564.0,147000
162,Artery,Norm,6,TA,TA,CBlock,TA,TA,816.0,816,1224,TA,Typ,Unf,1.0,280.0,132000
664,Artery,Norm,4,Fa,TA,PConc,TA,TA,840.0,840,1374,TA,Typ,Fin,1.0,338.0,105000
1516,Norm,Norm,5,TA,Fa,PConc,TA,Fa,780.0,936,1716,Fa,Typ,Not Applicable,0.0,0.0,135900
16,Norm,Norm,8,Ex,TA,PConc,Gd,TA,1650.0,1690,3279,Ex,Mod,Fin,3.0,841.0,538000
1808,Norm,Norm,7,Gd,TA,PConc,Gd,Gd,1143.0,1143,1143,Gd,Typ,Not Applicable,0.0,0.0,147000
425,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1652.0,1652,1652,Ex,Typ,Fin,2.0,840.0,325000
1372,Feedr,Norm,5,Gd,TA,CBlock,TA,TA,1046.0,1054,1054,TA,Typ,Unf,1.0,240.0,124000
2495,Norm,Norm,5,TA,TA,CBlock,TA,TA,935.0,935,935,TA,Typ,Unf,1.0,288.0,137000
661,Norm,Norm,4,TA,TA,BrkTil,TA,TA,1313.0,1313,2377,Gd,Min2,Unf,2.0,528.0,142900
1301,Norm,Norm,5,TA,TA,CBlock,TA,TA,924.0,1122,1122,Gd,Typ,Unf,2.0,528.0,147000
396,Norm,Norm,5,TA,TA,CBlock,TA,TA,1180.0,1180,1180,TA,Typ,RFn,2.0,477.0,128000
2663,Norm,Norm,7,TA,TA,BrkTil,TA,TA,815.0,815,1690,TA,Typ,Unf,1.0,225.0,144000
50,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1370.0,1370,1370,Gd,Typ,RFn,2.0,484.0,205000
886,Norm,Norm,5,TA,Gd,PConc,TA,TA,1486.0,1486,1486,TA,Typ,Fin,2.0,480.0,167000
696,Artery,Norm,5,TA,TA,CBlock,TA,TA,676.0,676,1131,TA,Typ,Unf,1.0,200.0,66500
2454,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1286.0,1565,2799,Gd,Typ,Fin,3.0,704.0,315000
2106,Norm,Norm,7,Gd,TA,PConc,Gd,TA,728.0,728,1456,Gd,Typ,Fin,2.0,440.0,155835
353,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1587.0,1734,1734,Gd,Typ,RFn,2.0,528.0,239500
441,Norm,Norm,9,Gd,TA,PConc,Ex,Gd,1504.0,1531,1531,Ex,Typ,Fin,3.0,700.0,300000
2270,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1922.0,1922,1922,Gd,Typ,Fin,3.0,692.0,282000
1924,Norm,Norm,5,TA,TA,CBlock,TA,TA,1144.0,1144,1144,TA,Typ,RFn,1.0,336.0,120000
1402,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1385.0,1363,1363,TA,Mod,Unf,2.0,439.0,241500
1070,Norm,Norm,9,Ex,TA,PConc,Gd,TA,1858.0,1866,1866,Ex,Typ,Fin,3.0,870.0,336860
2696,Norm,Norm,3,TA,TA,BrkTil,TA,Fa,1007.0,1077,1077,TA,Typ,Unf,1.0,210.0,91000
1840,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1550.0,1550,1550,Gd,Typ,Fin,2.0,528.0,207500
1562,Norm,Norm,7,Gd,TA,PConc,Ex,TA,1594.0,1646,1646,Ex,Typ,Fin,2.0,482.0,250000
2426,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1248.0,1248,1248,Gd,Typ,Fin,2.0,438.0,167240
1162,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1235.0,1245,1245,Gd,Typ,RFn,2.0,495.0,178000
1874,Norm,Norm,6,TA,TA,CBlock,TA,TA,1052.0,1052,1052,TA,Typ,Fin,1.0,311.0,127000
111,Norm,Norm,6,TA,TA,CBlock,TA,TA,1829.0,1829,1829,TA,Typ,RFn,2.0,535.0,218500
1207,Norm,Norm,4,TA,TA,CBlock,TA,TA,952.0,952,952,TA,Typ,Unf,1.0,283.0,135750
140,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1480.0,1480,1480,Gd,Typ,RFn,2.0,620.0,214000
545,Norm,Norm,8,Gd,TA,PConc,Gd,Gd,1844.0,1844,1844,Gd,Typ,Fin,2.0,620.0,257000
1338,Norm,Norm,6,TA,Gd,BrkTil,TA,TA,825.0,825,1497,TA,Typ,Unf,1.0,672.0,157000
2873,Artery,Norm,5,TA,TA,CBlock,TA,TA,976.0,976,976,TA,Typ,Unf,1.0,215.0,102000
924,Norm,Norm,5,TA,Gd,BrkTil,Gd,TA,876.0,964,964,TA,Typ,Unf,2.0,432.0,163500
844,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1490.0,1501,1501,Gd,Typ,RFn,2.0,577.0,204000
901,Norm,Norm,5,TA,TA,CBlock,TA,TA,1150.0,1560,1560,TA,Min1,Unf,1.0,313.0,103500
2195,Feedr,Norm,6,Fa,TA,CBlock,TA,Fa,1440.0,1440,3395,Fa,Typ,Not Applicable,0.0,0.0,200000
2081,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,1.0,399.0,118000
2774,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1525.0,1525,1525,Gd,Typ,RFn,2.0,541.0,235000
2573,Norm,Norm,5,TA,TA,CBlock,TA,TA,1106.0,1190,1190,TA,Typ,Unf,2.0,540.0,132500
1793,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1302.0,1302,1830,Gd,Typ,RFn,3.0,859.0,221300
882,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1500.0,1500,1500,Gd,Typ,RFn,2.0,570.0,190000
2791,Norm,Norm,7,Gd,TA,PConc,Gd,TA,826.0,878,1762,Gd,Typ,Fin,2.0,591.0,222000
297,PosA,Norm,7,Gd,Gd,PConc,Gd,TA,1902.0,1902,1902,Ex,Typ,Fin,2.0,567.0,335000
509,PosN,Norm,8,Gd,TA,PConc,Gd,TA,1614.0,1658,1658,Gd,Typ,Fin,3.0,726.0,257500
1115,Norm,Norm,9,Gd,TA,PConc,Gd,TA,1498.0,1506,1506,Ex,Typ,Fin,2.0,592.0,264132
773,Norm,Norm,5,TA,TA,PConc,TA,TA,864.0,899,899,Gd,Typ,Fin,1.0,288.0,130000
732,RRAn,Norm,5,TA,TA,CBlock,TA,TA,297.0,1001,1654,TA,Typ,Unf,1.0,336.0,137000
1552,Norm,Norm,5,TA,TA,BrkTil,TA,TA,520.0,912,912,TA,Typ,RFn,1.0,360.0,99500
226,Norm,Norm,5,TA,TA,CBlock,Gd,TA,1319.0,1373,1373,TA,Typ,Fin,2.0,591.0,160250
